Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,places_visited,image_url,price,restaurant
"NO 111, HAVELOCK DRIVE, OFF UPPER LAKE ROAD, NUWARAELIYA.",164,12/03/2022,9.8,MIRAGE KINGS COTTAGE,Jermany,No Negative,0,1000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Victoria Park,Moon Plains,Hakgala Botanical Garden,Lake Gregory,Seetha Amman Kovil,Horton Plains National Park,Gallway's Land National Park,Bomburu Ella Waterfall",https://content.r9cdn.net/rimg/himg/8b/b8/95/hotelsdotcom-577275-b7a1091f_w-969360.jpg,25000,"Salmiya,Country House Restaurant,The Golf Green City bungalow,Cafe Noshers,Barnes Hall,The Grand Café,Themparadu,Tea Factory Hotel Restaurant"
"DUNKEL BUNGALOW, DANKELD ESTATE, NUWARAELIYA",164,12/03/2023,6.5,DUNKELD BUNGALOW,United States,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,6.1,"[' Luxury ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",250 days,48.2037451,16.3356767,"Victoria Park,Moon Plains,Hakgala Botanical Garden,Lake Gregory,Seetha Amman Kovil,Horton Plains National Park,Gallway's Land National Park,Bomburu Ella Waterfall",https://d27k8xmh3cuzik.cloudfront.net/wp-content/uploads/2018/04/FotoJetkb6592covernuwara.jpg,25000,"Salmiya,Country House Restaurant,The Golf Green City bungalow,Cafe Noshers,Barnes Hall,The Grand Café,Themparadu,Tea Factory Hotel Restaurant"
"TEA TRAILS (PVT) LTD, SUMMERVILLE BUNGALOW, SUMMERVILLE, NUWARAELIYA",194,12/03/2022,8.3,SUMMERVILLE,United Kingdom,No Negative,0,2500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",100 days,48.2037451,16.3356767,"Victoria Park,Moon Plains,Hakgala Botanical Garden,Lake Gregory,Seetha Amman Kovil,Horton Plains National Park,Gallway's Land National Park,Bomburu Ella Waterfall",https://www.heavensevenhotels.com/uploads/main_slider/file_1449210991.jpg,45000,"Salmiya,Country House Restaurant,The Golf Green City bungalow,Cafe Noshers,Barnes Hall,The Grand Café,Themparadu,Tea Factory Hotel Restaurant"
"TEA TRAILS, NUWARA ELIYA.",184,12/03/2018,8.2,NORWOOD BUNGALOW,Singapore,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Victoria Park,Moon Plains,Hakgala Botanical Garden,Lake Gregory,Seetha Amman Kovil,Horton Plains National Park,Gallway's Land National Park,Bomburu Ella Waterfall",https://cf.bstatic.com/xdata/images/hotel/max1024x768/387376145.jpg?k=45bcabb7371687f82a4608272d7733aa0d9d4b409628e96a1bae884f14dec87d&o=&hp=1,10000,"Salmiya,Country House Restaurant,The Golf Green City bungalow,Cafe Noshers,Barnes Hall,The Grand Café,Themparadu,Tea Factory Hotel Restaurant"
"AMBEWELA DIVISION, WARWICK ESTATE, NUWARAELIYA",174,12/03/2019,7.4,WARWICK GARDEN,Indian,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Victoria Park,Moon Plains,Hakgala Botanical Garden,Lake Gregory,Seetha Amman Kovil,Horton Plains National Park,Gallway's Land National Park,Bomburu Ella Waterfall",https://i.travelapi.com/lodging/15000000/14840000/14838100/14838020/c71bcacf_z.jpg,15000,"Salmiya,Country House Restaurant,The Golf Green City bungalow,Cafe Noshers,Barnes Hall,The Grand Café,Themparadu,Tea Factory Hotel Restaurant"
"TIENTSIN BUNGALOW, TIENTSIN, NUWARAELIYA",158,12/03/2020,7.6,TIENTSIN BUNGALOW,United Kingdom,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Luxury ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",300 days,48.2037451,16.3356767,"Victoria Park,Moon Plains,Hakgala Botanical Garden,Lake Gregory,Seetha Amman Kovil,Horton Plains National Park,Gallway's Land National Park,Bomburu Ella Waterfall",https://static.readytotrip.com/upload/information_system_24/3/6/5/item_3658333/information_items_3658333.jpg,20000,"Salmiya,Country House Restaurant,The Golf Green City bungalow,Cafe Noshers,Barnes Hall,The Grand Café,Themparadu,Tea Factory Hotel Restaurant"
"CASTLEREAGH DIVISION, CEYLON TEA TRAILS, DICKOYA, NUWARAELIYA",184,12/03/2021,6.9,CASTLEREAGH BUNGALOW,Singapore,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Victoria Park,Moon Plains,Hakgala Botanical Garden,Lake Gregory,Seetha Amman Kovil,Horton Plains National Park,Gallway's Land National Park,Bomburu Ella Waterfall",https://media-cdn.tripadvisor.com/media/photo-s/16/21/1e/23/galway-heights-hotel.jpg,30000,"Salmiya,Country House Restaurant,The Golf Green City bungalow,Cafe Noshers,Barnes Hall,The Grand Café,Themparadu,Tea Factory Hotel Restaurant"
"20/23,TOP PASS, KANDY ROAD, NUWARAELIYA",168,12/03/2021,8.8,MISTY HILLS BOUTIQUE COTTAGE,Russina,No Negative,0,1750, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Victoria Park,Moon Plains,Hakgala Botanical Garden,Lake Gregory,Seetha Amman Kovil,Horton Plains National Park,Gallway's Land National Park,Bomburu Ella Waterfall",https://www.oakrayhotels.com/oak-ray-summer-hill-breeze-nuwara-eliya/wp-content/uploads/sites/24/2016/10/IMG_9277-Mob.jpg,15000,"Salmiya,Country House Restaurant,The Golf Green City bungalow,Cafe Noshers,Barnes Hall,The Grand Café,Themparadu,Tea Factory Hotel Restaurant"
"RANJIRAWA, NUWARAELIYA",164,12/03/2022,9.8,ABERDEEN RANGE HOLIDAY HOME,Jermany,No Negative,0,1000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.1,"[' Business ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",250 days,48.2037451,16.3356767,"Victoria Park,Moon Plains,Hakgala Botanical Garden,Lake Gregory,Seetha Amman Kovil,Horton Plains National Park,Gallway's Land National Park,Bomburu Ella Waterfall",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/7c/2e/the-ramp.jpg?w=700&h=-1&s=1,15000,"Salmiya,Country House Restaurant,The Golf Green City bungalow,Cafe Noshers,Barnes Hall,The Grand Café,Themparadu,Tea Factory Hotel Restaurant"
"NO.80, LADY MC CALUM DRIVE, HAWAELIYA, NUWARA ELIYA",164,12/03/2023,6.5,SENANI COLONIAL HOLIDAY BUNGALOW,United States,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,6.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",100 days,48.2037451,16.3356767,"Victoria Park,Moon Plains,Hakgala Botanical Garden,Lake Gregory,Seetha Amman Kovil,Horton Plains National Park,Gallway's Land National Park,Bomburu Ella Waterfall",https://pix10.agoda.net/hotelImages/557/557898/557898_15052821370027971863.jpg?ca=4&ce=1&s=1024x768,20000,"Salmiya,Country House Restaurant,The Golf Green City bungalow,Cafe Noshers,Barnes Hall,The Grand Café,Themparadu,Tea Factory Hotel Restaurant"
"""THE RUNMIN LODGE"", NO.12,GLENFALL LANE, NUWARA ELIYA",194,12/03/2022,8.3,THE RANMIN LODGE,United Kingdom,No Negative,0,2500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Victoria Park,Moon Plains,Hakgala Botanical Garden,Lake Gregory,Seetha Amman Kovil,Horton Plains National Park,Gallway's Land National Park,Bomburu Ella Waterfall",https://media-cdn.tripadvisor.com/media/photo-s/1a/3a/b0/85/glendower-hotel.jpg,30000,"Salmiya,Country House Restaurant,The Golf Green City bungalow,Cafe Noshers,Barnes Hall,The Grand Café,Themparadu,Tea Factory Hotel Restaurant"
"21A, GLENFALL ROAD, NUWARA ELIYA",184,12/03/2018,8.2,COCOON HILLS,Singapore,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.2,"[' Luxury ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Victoria Park,Moon Plains,Hakgala Botanical Garden,Lake Gregory,Seetha Amman Kovil,Horton Plains National Park,Gallway's Land National Park,Bomburu Ella Waterfall",https://pix10.agoda.net/hotelImages/1279812/-1/5fc0f007cf2c71edb60f835fafe075e6.png?ca=9&ce=1&s=1024x768,15000,"Salmiya,Country House Restaurant,The Golf Green City bungalow,Cafe Noshers,Barnes Hall,The Grand Café,Themparadu,Tea Factory Hotel Restaurant"
"TOURISM ZONE, BATTICALOA",164,12/03/2023,6.5,MAALU MAALU RESORTS & SPA,United States,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,6.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",250 days,48.2037451,16.3356767,"Batticaloa Fort,Batticaloa Lighthouse,New Kallady Bridge - Batticaloa,Kallady Beach,Batticaloa Gate,St. Mary's Cathedral,Batticaloa Clock Tower,Batticaloa Lagoon",https://cf.bstatic.com/images/hotel/max300/140/140896713.jpg,25000,"Cafe Chill,Sri Kishna Cafe,Sunshine,Soul Connection,Riviera Crab Cabana,Kiri Bjojan Restaurant,RN Buffet,Max1 Magic"
"WATERVILLE ESTATE, KUMBURUMULA ROAD, BATTICALOA",194,12/03/2022,8.3,COCO VILLE,United Kingdom,No Negative,0,2500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",100 days,48.2037451,16.3356767,"Batticaloa Fort,Batticaloa Lighthouse,New Kallady Bridge - Batticaloa,Kallady Beach,Batticaloa Gate,St. Mary's Cathedral,Batticaloa Clock Tower,Batticaloa Lagoon",https://media-cdn.tripadvisor.com/media/photo-m/1280/15/7a/3b/19/between-the-lagoon-and.jpg,45000,"Cafe Chill,Sri Kishna Cafe,Sunshine,Soul Connection,Riviera Crab Cabana,Kiri Bjojan Restaurant,RN Buffet,Max1 Magic"
"NO 87, LADY MANNING DRIVE, BATTICALOA",184,12/03/2018,8.2,15 L M D,Singapore,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Batticaloa Fort,Batticaloa Lighthouse,New Kallady Bridge - Batticaloa,Kallady Beach,Batticaloa Gate,St. Mary's Cathedral,Batticaloa Clock Tower,Batticaloa Lagoon",https://ceylonpages.lk/wp-content/uploads/listing-uploads/cover/2020/11/gallery-h-1-1024x691.jpg,10000,"Cafe Chill,Sri Kishna Cafe,Sunshine,Soul Connection,Riviera Crab Cabana,Kiri Bjojan Restaurant,RN Buffet,Max1 Magic"
"NASSIVANTHWU, BATTICALOA",174,12/03/2019,7.4,THE COVE PASSIKUDAH,Indian,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Batticaloa Fort,Batticaloa Lighthouse,New Kallady Bridge - Batticaloa,Kallady Beach,Batticaloa Gate,St. Mary's Cathedral,Batticaloa Clock Tower,Batticaloa Lagoon",https://pix10.agoda.net/hotelImages/2161382/-1/17f10a47131127376dbebd8c75fece74.jpg?ca=7&ce=1&s=1024x768,15000,"Cafe Chill,Sri Kishna Cafe,Sunshine,Soul Connection,Riviera Crab Cabana,Kiri Bjojan Restaurant,RN Buffet,Max1 Magic"
"283, MAIN ROAD, BATTICALOA",158,12/03/2020,7.6,THE NEW LAND GUEST,United Kingdom,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",300 days,48.2037451,16.3356767,"Batticaloa Fort,Batticaloa Lighthouse,New Kallady Bridge - Batticaloa,Kallady Beach,Batticaloa Gate,St. Mary's Cathedral,Batticaloa Clock Tower,Batticaloa Lagoon",https://www.momondo.com/himg/84/ff/c7/expediav2-2012440-148a8c-136843.jpg,20000,"Cafe Chill,Sri Kishna Cafe,Sunshine,Soul Connection,Riviera Crab Cabana,Kiri Bjojan Restaurant,RN Buffet,Max1 Magic"
"PASSIKUDAH ROAD, BATTICALOA",184,12/03/2021,6.9,SIMLA INN,Singapore,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.1,"[' Luxury ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Batticaloa Fort,Batticaloa Lighthouse,New Kallady Bridge - Batticaloa,Kallady Beach,Batticaloa Gate,St. Mary's Cathedral,Batticaloa Clock Tower,Batticaloa Lagoon",https://ak-d.tripcdn.com/images/220h180000013y8lk0ADD_R_420_308_R5.jpg,30000,"Cafe Chill,Sri Kishna Cafe,Sunshine,Soul Connection,Riviera Crab Cabana,Kiri Bjojan Restaurant,RN Buffet,Max1 Magic"
"PASSIKUDAH ROAD, BATTICALOA",168,12/03/2021,8.8,NEW REST INN,Russina,No Negative,0,1750, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Batticaloa Fort,Batticaloa Lighthouse,New Kallady Bridge - Batticaloa,Kallady Beach,Batticaloa Gate,St. Mary's Cathedral,Batticaloa Clock Tower,Batticaloa Lagoon",https://www.kayak.com/rimg/himg/83/da/ee/hotelsdotcom-485927-aed406d6_w-790160.jpg?width=1366&height=768&crop=true,15000,"Cafe Chill,Sri Kishna Cafe,Sunshine,Soul Connection,Riviera Crab Cabana,Kiri Bjojan Restaurant,RN Buffet,Max1 Magic"
"NO.5/8A,8TH CROSS, THIRUCHENTHUR ROAD, KALLADY, BATTICALOA",164,12/03/2022,9.8,BENI BEACH RESORT,Jermany,No Negative,0,1000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",250 days,48.2037451,16.3356767,"Batticaloa Fort,Batticaloa Lighthouse,New Kallady Bridge - Batticaloa,Kallady Beach,Batticaloa Gate,St. Mary's Cathedral,Batticaloa Clock Tower,Batticaloa Lagoon","https://amayaresorts.imgix.net/sites/9/2022/09/DJI_0763-Edit-scaled.jpg?w=1600&h=900&&fit=crop&crop=edges&auto=format,enhance&q=20",15000,"Cafe Chill,Sri Kishna Cafe,Sunshine,Soul Connection,Riviera Crab Cabana,Kiri Bjojan Restaurant,RN Buffet,Max1 Magic"
"NO.96, NEW DUTCH BAR ROAD, KALLADY, BATTICALOA",164,12/03/2023,6.5,OLIVE GREEN RESORT,United States,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,6.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",100 days,48.2037451,16.3356767,"Batticaloa Fort,Batticaloa Lighthouse,New Kallady Bridge - Batticaloa,Kallady Beach,Batticaloa Gate,St. Mary's Cathedral,Batticaloa Clock Tower,Batticaloa Lagoon",https://ceylonpages.lk/wp-content/uploads/listing-uploads/cover/2021/08/2-3-1024x683.jpg,20000,"Cafe Chill,Sri Kishna Cafe,Sunshine,Soul Connection,Riviera Crab Cabana,Kiri Bjojan Restaurant,RN Buffet,Max1 Magic"
"15, PUTHU MUGATHUWARAM, BATTICALOA",194,12/03/2022,8.3,APPAS BREEZY HOME STAY,United Kingdom,No Negative,0,2500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.5,"[' Business ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Batticaloa Fort,Batticaloa Lighthouse,New Kallady Bridge - Batticaloa,Kallady Beach,Batticaloa Gate,St. Mary's Cathedral,Batticaloa Clock Tower,Batticaloa Lagoon",https://treatooo-hotel-batticaloa.booked.net/data/Photos/Big/7332/733222/733222081/Treatooo-Hotel-Batticaloa-Exterior.JPEG,30000,"Cafe Chill,Sri Kishna Cafe,Sunshine,Soul Connection,Riviera Crab Cabana,Kiri Bjojan Restaurant,RN Buffet,Max1 Magic"
"OLD PASSIKUDHA ROAD, PASSIKUDHA, BATTICALOA",184,12/03/2018,8.2,KAYJAY BEACH HOUSE,Singapore,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Batticaloa Fort,Batticaloa Lighthouse,New Kallady Bridge - Batticaloa,Kallady Beach,Batticaloa Gate,St. Mary's Cathedral,Batticaloa Clock Tower,Batticaloa Lagoon",https://q-xx.bstatic.com/xdata/images/hotel/max1200/398331513.jpg?k=9ec6a2aa8ad537e62791fcc6b4f5f354d55967aa06d84a41d20e7e2cb865c5e4&o=,15000,"Cafe Chill,Sri Kishna Cafe,Sunshine,Soul Connection,Riviera Crab Cabana,Kiri Bjojan Restaurant,RN Buffet,Max1 Magic"
"THALAIMANNARAMA ROAD, KARISAL, MANNAR",164,12/03/2022,9.8,PALMYRAH HOUSE,Jermany,No Negative,0,1000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",250 days,48.2037451,16.3356767,"Mannar Dutch Fort,National Shrine of Our Lady of Madu,Baobab Tree Pallimunai, Mannar,Bird Watching Tower,BKeeri Beach,Thekkama Amuna,Talaimannar Pier,Kattukkarai Kulam",https://www.palmyrahhouse.com/front_img/1498716108palmobi02.jpg,15000,"AU Food Centre,Cafe Arokkiya,Sri Rudram Vegetarian Restaurant,Palmyrah House Restaurant,Thalladi Gimanhala,Choice Restaurant,AU FOOD CENTRE,Swiss Cool Bar & Hotel"
"MOONRAM PITY, PALIYARU, MANNAR",164,12/03/2023,6.5,GREEN LINE GUEST HOUSE,United States,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,6.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",100 days,48.2037451,16.3356767,"Mannar Dutch Fort,National Shrine of Our Lady of Madu,Baobab Tree Pallimunai, Mannar,Bird Watching Tower,BKeeri Beach,Thekkama Amuna,Talaimannar Pier,Kattukkarai Kulam",https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/189848198.jpg?k=73fa4ea6412ef3c9b7d2b395d1562e7ee3c1eb8ad4b7e5a57794956aa09ecb4e&o=,20000,"AU Food Centre,Cafe Arokkiya,Sri Rudram Vegetarian Restaurant,Palmyrah House Restaurant,Thalladi Gimanhala,Choice Restaurant,AU FOOD CENTRE,Swiss Cool Bar & Hotel"
"STATION ROAD, THODDAVELI, ERUKKALAMPITY, MANNAR.",194,12/03/2022,8.3,FOUR TEESS REST INN,United Kingdom,No Negative,0,2500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.5,"[' Luxury ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Mannar Dutch Fort,National Shrine of Our Lady of Madu,Baobab Tree Pallimunai, Mannar,Bird Watching Tower,BKeeri Beach,Thekkama Amuna,Talaimannar Pier,Kattukkarai Kulam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/3f/8b/2b/hotel-juli-reception.jpg?w=700&h=-1&s=1,30000,"AU Food Centre,Cafe Arokkiya,Sri Rudram Vegetarian Restaurant,Palmyrah House Restaurant,Thalladi Gimanhala,Choice Restaurant,AU FOOD CENTRE,Swiss Cool Bar & Hotel"
"UVARY, PESALAI, MANNAR",184,12/03/2018,8.2,SHELL COAST RESORT PVT LTD,Singapore,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Mannar Dutch Fort,National Shrine of Our Lady of Madu,Baobab Tree Pallimunai, Mannar,Bird Watching Tower,BKeeri Beach,Thekkama Amuna,Talaimannar Pier,Kattukkarai Kulam",https://media-cdn.tripadvisor.com/media/photo-s/0d/79/1f/87/veranda-facing-beautiful.jpg,15000,"AU Food Centre,Cafe Arokkiya,Sri Rudram Vegetarian Restaurant,Palmyrah House Restaurant,Thalladi Gimanhala,Choice Restaurant,AU FOOD CENTRE,Swiss Cool Bar & Hotel"
"NO. 84, 02ND CROSS STREET, VAUNIYA",164,12/03/2022,9.8,HOTEL NELLY,United States,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Sri Dalada viharaya Madukanda,Urban Council Children ParkVavuniya Kulam,Vavuniya Archaeological Museum,Samalankulam Tamil historical place,Mihintale,Wasgamuwa National Park,Nallur Kandaswamy Temple",https://i.travelapi.com/hotels/11000000/10650000/10643900/10643839/729d46fc_b.jpg,30000,"Nelly'S Indian Cuisine,Moju Restaurant,Whitestone Restaurant,Madras Namaste,Malima Reception Hall & Restaurant- Poonewa,Fcc Restaurat,Rasa Raja Bojun,Ammachchi Traditional Food Center"
"200,HOROWAPOTHANA ROAD, VAVUNIYA",164,12/03/2023,6.5,ROYAL GARDEN GUEST HOUSE,United Kingdom,No Negative,0,2500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Sri Dalada viharaya Madukanda,Urban Council Children ParkVavuniya Kulam,Vavuniya Archaeological Museum,Samalankulam Tamil historical place,Mihintale,Wasgamuwa National Park,Nallur Kandaswamy Temple",https://i.travelapi.com/hotels/34000000/33040000/33035200/33035149/13f4122f_b.jpg,15000,"Nelly'S Indian Cuisine,Moju Restaurant,Whitestone Restaurant,Madras Namaste,Malima Reception Hall & Restaurant- Poonewa,Fcc Restaurat,Rasa Raja Bojun,Ammachchi Traditional Food Center"
"10,1ST LANE,SINNAPUTHUKULAM, VAUNIYA",194,12/03/2022,8.3,THAMPA TOURIST HOTEL & INN,Singapore,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.1,"[' Luxury ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",250 days,48.2037451,16.3356767,"Sri Dalada viharaya Madukanda,Urban Council Children ParkVavuniya Kulam,Vavuniya Archaeological Museum,Samalankulam Tamil historical place,Mihintale,Wasgamuwa National Park,Nallur Kandaswamy Temple",https://i0.wp.com/www.eatlanka.com/wp-content/uploads/2020/12/Screenshot-2021-10-20-192517.jpg,15000,"Nelly'S Indian Cuisine,Moju Restaurant,Whitestone Restaurant,Madras Namaste,Malima Reception Hall & Restaurant- Poonewa,Fcc Restaurat,Rasa Raja Bojun,Ammachchi Traditional Food Center"
"OPPOSITE TO RAILWAY STATION, VAUNIYA.",184,12/03/2018,8.2,PULEY S BALMORAL HOTEL,Jermany,No Negative,0,1000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,6.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",100 days,48.2037451,16.3356767,"Sri Dalada viharaya Madukanda,Urban Council Children ParkVavuniya Kulam,Vavuniya Archaeological Museum,Samalankulam Tamil historical place,Mihintale,Wasgamuwa National Park,Nallur Kandaswamy Temple",https://www.momondo.com/himg/3b/b2/9f/expediav2-2781762-35b293-980120.jpg,20000,"Nelly'S Indian Cuisine,Moju Restaurant,Whitestone Restaurant,Madras Namaste,Malima Reception Hall & Restaurant- Poonewa,Fcc Restaurat,Rasa Raja Bojun,Ammachchi Traditional Food Center"
"MANNAR ROAD, VEPPANKULAM, VAVUNIYA",164,12/03/2022,9.8,ROYAL REST,United States,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.5,"[' Business ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Sri Dalada viharaya Madukanda,Urban Council Children ParkVavuniya Kulam,Vavuniya Archaeological Museum,Samalankulam Tamil historical place,Mihintale,Wasgamuwa National Park,Nallur Kandaswamy Temple",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/96/87/81/hotel-princess-rose.jpg?w=1200&h=-1&s=1,30000,"Nelly'S Indian Cuisine,Moju Restaurant,Whitestone Restaurant,Madras Namaste,Malima Reception Hall & Restaurant- Poonewa,Fcc Restaurat,Rasa Raja Bojun,Ammachchi Traditional Food Center"
